# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  6 06:09:06 2024
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
hostname,st_teff,st_mass,st_lum,ra,dec,sy_dist,sy_bmag,sy_vmag
HD 103949,,,,179.5479558,-23.9241221,26.4997000,9.6580000,8.7000000
HD 103949,4848.00,0.71,-0.585,179.5479558,-23.9241221,26.4997000,9.6580000,8.7000000
HD 103949,4792.16,,-0.569,179.5479558,-23.9241221,26.4997000,9.6580000,8.7000000
HD 103949,4820.65,0.78,-0.573,179.5479558,-23.9241221,26.4997000,9.6580000,8.7000000
HD 103949,4881.00,0.76,-0.616,179.5479558,-23.9241221,26.4997000,9.6580000,8.7000000
HD 104067,,0.83,,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,,,,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,4937.00,0.62,,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,4952.00,0.82,,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,4997.00,,,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,4944.24,,,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,4939.01,0.82,,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,,,,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,,,,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,4969.00,0.70,-0.520,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,4969.00,0.79,,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,,,,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,,,,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,4956.00,0.83,-0.469,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,4974.38,,-0.513,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,4944.24,0.81,-0.510,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 104067,,,,179.7923543,-20.3556058,20.3632000,8.9000000,7.9200000
HD 10442,4912.00,,,25.4715240,2.7044193,135.3740000,8.8000000,7.8280000
HD 10442,5034.00,1.56,,25.4715240,2.7044193,135.3740000,8.8000000,7.8280000
HD 10442,4912.00,1.01,,25.4715240,2.7044193,135.3740000,8.8000000,7.8280000
HD 10442,5034.00,,1.147,25.4715240,2.7044193,135.3740000,8.8000000,7.8280000
HD 10442,5034.00,2.58,,25.4715240,2.7044193,135.3740000,8.8000000,7.8280000
HD 10442,4912.00,1.01,0.310,25.4715240,2.7044193,135.3740000,8.8000000,7.8280000
HD 104985,4758.00,,1.759,181.3157854,76.9053359,100.5760000,6.8240000,5.7938900
HD 104985,,,,181.3157854,76.9053359,100.5760000,6.8240000,5.7938900
HD 104985,4819.00,1.04,,181.3157854,76.9053359,100.5760000,6.8240000,5.7938900
HD 104985,4679.37,,,181.3157854,76.9053359,100.5760000,6.8240000,5.7938900
HD 104985,,,,181.3157854,76.9053359,100.5760000,6.8240000,5.7938900
HD 104985,4877.00,2.30,1.778,181.3157854,76.9053359,100.5760000,6.8240000,5.7938900
HD 104985,4738.00,1.22,1.770,181.3157854,76.9053359,100.5760000,6.8240000,5.7938900
HD 105618,,1.01,,182.4021288,11.2115695,70.0837000,9.2510000,8.6300000
HD 105618,5671.00,1.01,0.180,182.4021288,11.2115695,70.0837000,9.2510000,8.6300000
HD 105779,5792.00,0.89,-0.108,182.6612053,-16.9564908,55.2411000,9.2680000,8.6500000
HD 105779,5792.00,1.04,-0.040,182.6612053,-16.9564908,55.2411000,9.2680000,8.6500000
HD 106252,,,,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,5877.56,1.06,0.128,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,5888.25,,0.129,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,5923.00,1.05,0.108,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,5870.00,1.01,,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,,,,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,,,,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,,,,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,5880.00,,,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,5896.00,1.03,0.108,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,,1.05,0.123,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,,,,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,,1.01,,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,5899.00,1.02,,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,5874.00,1.01,,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106252,5890.00,1.02,,183.3730583,10.0404302,38.1850000,8.0240000,7.4100000
HD 106270,,,,183.4049258,-9.5135645,93.8080000,8.3200000,7.5800000
HD 106270,,1.33,,183.4049258,-9.5135645,93.8080000,8.3200000,7.5800000
HD 106270,,,,183.4049258,-9.5135645,93.8080000,8.3200000,7.5800000
HD 106270,5509.00,1.39,,183.4049258,-9.5135645,93.8080000,8.3200000,7.5800000
HD 106270,5509.00,,,183.4049258,-9.5135645,93.8080000,8.3200000,7.5800000
HD 106270,5638.00,1.32,0.756,183.4049258,-9.5135645,93.8080000,8.3200000,7.5800000
HD 106270,5562.00,,0.868,183.4049258,-9.5135645,93.8080000,8.3200000,7.5800000
HD 106270,5601.00,1.33,,183.4049258,-9.5135645,93.8080000,8.3200000,7.5800000
HD 106270,,,,183.4049258,-9.5135645,93.8080000,8.3200000,7.5800000
HD 106270,5567.00,1.48,,183.4049258,-9.5135645,93.8080000,8.3200000,7.5800000
HD 106315,6244.00,1.02,,183.4724742,-0.3934357,109.3530000,9.4000000,8.9510000
HD 106315,6277.00,1.08,,183.4724742,-0.3934357,109.3530000,9.4000000,8.9510000
HD 106315,6254.00,1.03,0.350,183.4724742,-0.3934357,109.3530000,9.4000000,8.9510000
HD 106315,6439.50,,0.388,183.4724742,-0.3934357,109.3530000,9.4000000,8.9510000
HD 106315,6327.00,1.09,,183.4724742,-0.3934357,109.3530000,9.4000000,8.9510000
HD 106315,6256.00,1.08,,183.4724742,-0.3934357,109.3530000,9.4000000,8.9510000
HD 106315,6498.00,1.33,0.395,183.4724742,-0.3934357,109.3530000,9.4000000,8.9510000
HD 106315,6290.00,1.07,0.290,183.4724742,-0.3934357,109.3530000,9.4000000,8.9510000
HD 106315,6321.00,1.12,,183.4724742,-0.3934357,109.3530000,9.4000000,8.9510000
HD 10647,,,,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,,,,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,6143.00,1.14,,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,6105.00,1.10,0.215,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,6218.00,1.20,0.168,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,6155.00,1.10,0.173,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,,,,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,6218.00,1.11,0.149,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,,1.09,,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,,,,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,,,,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,6143.00,,0.201,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,6117.00,,,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,6150.97,1.17,0.190,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,,,,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 10647,6105.00,1.10,,25.6233526,-53.7412852,17.3357000,6.0530000,5.5200000
HD 106515 A,5380.00,,-0.158,183.7762699,-7.2575413,34.0915000,8.7930000,7.9710000
HD 106515 A,,,,183.7762699,-7.2575413,34.0915000,8.7930000,7.9710000
HD 106515 A,,0.93,,183.7762699,-7.2575413,34.0915000,8.7930000,7.9710000
HD 106515 A,5380.00,0.93,-0.159,183.7762699,-7.2575413,34.0915000,8.7930000,7.9710000
HD 106515 A,5380.00,0.88,,183.7762699,-7.2575413,34.0915000,8.7930000,7.9710000
HD 106515 A,5364.00,0.89,,183.7762699,-7.2575413,34.0915000,8.7930000,7.9710000
HIP 59743 B,5252.00,0.90,-0.249,183.7743564,-7.2576769,33.9902000,9.0680000,7.3400000
HD 106515 A,,,,183.7762699,-7.2575413,34.0915000,8.7930000,7.9710000
HIP 59743 B,,0.86,-0.246,183.7743564,-7.2576769,33.9902000,9.0680000,7.3400000
HIP 59743 B,5271.43,,-0.250,183.7743564,-7.2576769,33.9902000,9.0680000,7.3400000
HD 106515 A,,0.89,-0.164,183.7762699,-7.2575413,34.0915000,8.7930000,7.9710000
HD 106515 A,,,,183.7762699,-7.2575413,34.0915000,8.7930000,7.9710000
HIP 59743 B,5190.00,0.86,,183.7743564,-7.2576769,33.9902000,9.0680000,7.3400000
HD 106515 A,5362.00,0.97,0.090,183.7762699,-7.2575413,34.0915000,8.7930000,7.9710000
HD 106906,,,,184.4713308,-55.9755805,103.0290000,8.2370010,7.8000000
HD 106906,6473.79,1.32,0.853,184.4713308,-55.9755805,103.0290000,8.2370010,7.8000000
HD 106906,6798.00,,,184.4713308,-55.9755805,103.0290000,8.2370010,7.8000000
HD 106906,6484.10,,0.817,184.4713308,-55.9755805,103.0290000,8.2370010,7.8000000
HD 106906,,,,184.4713308,-55.9755805,103.0290000,8.2370010,7.8000000
HD 106906,6516.00,1.50,0.750,184.4713308,-55.9755805,103.0290000,8.2370010,7.8000000
HD 106906,,,,184.4713308,-55.9755805,103.0290000,8.2370010,7.8000000
HD 10697,5641.00,1.13,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,5614.00,1.11,0.420,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,5641.00,1.22,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,,,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,5680.00,1.11,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,5665.00,1.22,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,,1.11,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,,,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,,0.99,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,,,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,5600.00,0.99,0.477,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,5654.00,,0.478,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,5600.00,1.13,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,,,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,,,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,5645.13,1.16,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,,,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 10697,,,,26.2324076,20.0826974,33.1205000,6.9850000,6.2826200
HD 107148,,,,184.8059773,-3.3199927,49.4156000,8.6870000,8.0100000
HD 107148,,,,184.8059773,-3.3199927,49.4156000,8.6870000,8.0100000
HD 107148,5797.00,1.12,,184.8059773,-3.3199927,49.4156000,8.6870000,8.0100000
HD 107148,5752.92,1.11,,184.8059773,-3.3199927,49.4156000,8.6870000,8.0100000
HD 107148,,,,184.8059773,-3.3199927,49.4156000,8.6870000,8.0100000
HD 107148,,,,184.8059773,-3.3199927,49.4156000,8.6870000,8.0100000
HD 107148,,,,184.8059773,-3.3199927,49.4156000,8.6870000,8.0100000
HD 107148,5786.00,,,184.8059773,-3.3199927,49.4156000,8.6870000,8.0100000
HD 107148 B,,,,184.8068880,-3.3296673,49.0297000,17.7430000,17.5261000
HD 107148,5805.00,1.07,0.135,184.8059773,-3.3199927,49.4156000,8.6870000,8.0100000
HD 107148,5744.00,1.03,0.120,184.8059773,-3.3199927,49.4156000,8.6870000,8.0100000
HD 107148,5761.33,,0.121,184.8059773,-3.3199927,49.4156000,8.6870000,8.0100000
HD 107148,5739.00,1.10,0.128,184.8059773,-3.3199927,49.4156000,8.6870000,8.0100000
HD 107148,,1.14,,184.8059773,-3.3199927,49.4156000,8.6870000,8.0100000
HD 108147,,,,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108147,6265.00,1.27,0.286,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108147,,,,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108147,,,,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108147,6248.00,1.27,,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108147,6202.75,,0.304,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108147,,,,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108147,,,,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108147,,1.17,,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108147,6255.73,1.22,0.303,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108147,,,,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108147,6179.00,1.20,0.245,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108147,6260.00,1.26,0.272,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108147,,,,186.4409852,-64.0223492,38.9200000,7.5320000,6.9900000
HD 108202,4556.03,0.72,-0.767,186.4613189,-1.1109233,38.6846000,11.4380000,10.2600000
HD 108202,,0.74,,186.4613189,-1.1109233,38.6846000,11.4380000,10.2600000
HD 108236,5723.87,,,186.5740627,-51.3630519,64.5978000,9.8940000,9.2500000
HD 108236,5660.00,0.87,-0.150,186.5740627,-51.3630519,64.5978000,9.8940000,9.2500000
HD 108236,5723.87,1.02,-0.141,186.5740627,-51.3630519,64.5978000,9.8940000,9.2500000
HD 108236,5723.87,,,186.5740627,-51.3630519,64.5978000,9.8940000,9.2500000
HD 108236,5603.45,,-0.136,186.5740627,-51.3630519,64.5978000,9.8940000,9.2500000
HD 108236,5723.87,,,186.5740627,-51.3630519,64.5978000,9.8940000,9.2500000
HD 108236,5730.00,0.97,,186.5740627,-51.3630519,64.5978000,9.8940000,9.2500000
HD 108236,5723.87,,,186.5740627,-51.3630519,64.5978000,9.8940000,9.2500000
HD 108236,,,,186.5740627,-51.3630519,64.5978000,9.8940000,9.2500000
HD 108236,,,,186.5740627,-51.3630519,64.5978000,9.8940000,9.2500000
HD 108236,,,,186.5740627,-51.3630519,64.5978000,9.8940000,9.2500000
HD 108341,,,,186.8791724,-71.4224896,48.9102000,10.2870000,9.3800000
HD 108341,,,,186.8791724,-71.4224896,48.9102000,10.2870000,9.3800000
HD 108341,5221.52,0.89,-0.381,186.8791724,-71.4224896,48.9102000,10.2870000,9.3800000
HD 108341,5086.00,,-0.370,186.8791724,-71.4224896,48.9102000,10.2870000,9.3800000
HD 108341 B,,0.42,,186.8800454,-71.4203369,48.9884000,,14.1830000
HD 108341,5122.00,0.84,,186.8791724,-71.4224896,48.9102000,10.2870000,9.3800000
HD 108341,5122.00,0.84,,186.8791724,-71.4224896,48.9102000,10.2870000,9.3800000
HD 108341 B,3465.00,0.42,-1.630,186.8800454,-71.4203369,48.9884000,,14.1830000
HD 108341,,,,186.8791724,-71.4224896,48.9102000,10.2870000,9.3800000
HD 108863,,,,187.5826081,21.9480993,164.7420000,8.7470000,7.7100000
HD 108863,4878.00,,,187.5826081,21.9480993,164.7420000,8.7470000,7.7100000
HD 108863,4961.67,,1.375,187.5826081,21.9480993,164.7420000,8.7470000,7.7100000
HD 108863,4956.00,1.85,1.225,187.5826081,21.9480993,164.7420000,8.7470000,7.7100000
HD 108863,4878.00,1.59,,187.5826081,21.9480993,164.7420000,8.7470000,7.7100000
HD 108863,4863.00,2.17,,187.5826081,21.9480993,164.7420000,8.7470000,7.7100000
HD 108863,4863.00,1.41,1.240,187.5826081,21.9480993,164.7420000,8.7470000,7.7100000
HD 108863,4919.00,2.08,,187.5826081,21.9480993,164.7420000,8.7470000,7.7100000
HD 108874,,0.99,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,5600.00,1.10,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,,1.00,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,5556.00,,0.000,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,,0.95,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,5572.00,1.00,0.013,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,5551.00,0.95,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,5614.00,,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,,0.99,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,5569.95,1.00,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,,,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,5615.00,0.96,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,5533.00,0.97,-0.001,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,5596.00,0.97,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,,,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,,,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,,,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 108874,,,,187.6126029,22.8794399,59.5175000,9.5030000,8.7600000
HD 109246,5827.00,,0.100,188.0271840,74.4893379,67.8349000,9.3960000,8.7510000
HD 109246,,,,188.0271840,74.4893379,67.8349000,9.3960000,8.7510000
HD 109246,5844.00,1.01,,188.0271840,74.4893379,67.8349000,9.3960000,8.7510000
HD 109246,5814.00,1.05,0.099,188.0271840,74.4893379,67.8349000,9.3960000,8.7510000
HD 109246,5844.00,1.20,,188.0271840,74.4893379,67.8349000,9.3960000,8.7510000
HD 109271,,,,188.3973970,-11.6215204,55.8716000,8.7140000,8.0400000
HD 109271,5748.40,,0.217,188.3973970,-11.6215204,55.8716000,8.7140000,8.0400000
HD 109271,5783.00,1.05,0.301,188.3973970,-11.6215204,55.8716000,8.7140000,8.0400000
HD 109271,5820.88,1.05,0.214,188.3973970,-11.6215204,55.8716000,8.7140000,8.0400000
HD 109271,,,,188.3973970,-11.6215204,55.8716000,8.7140000,8.0400000
HD 109271,,,,188.3973970,-11.6215204,55.8716000,8.7140000,8.0400000
HD 109286,5666.36,1.01,-0.084,188.3958418,7.2809064,55.4156000,9.4870010,8.7800000
HD 109286,5694.00,0.98,,188.3958418,7.2809064,55.4156000,9.4870010,8.7800000
HD 109749,5853.00,1.10,0.144,189.3173489,-40.8121458,63.0821000,8.8650000,8.0800000
HD 109749,5868.57,1.06,0.260,189.3173489,-40.8121458,63.0821000,8.8650000,8.0800000
HD 109749 B,,,,189.3173100,-40.8144717,,4.8300000,10.7003000
HD 109749,5858.00,1.23,,189.3173489,-40.8121458,63.0821000,8.8650000,8.0800000
HD 109749,,,,189.3173489,-40.8121458,63.0821000,8.8650000,8.0800000
HD 109749,,,,189.3173489,-40.8121458,63.0821000,8.8650000,8.0800000
HD 109749,5824.00,1.13,0.190,189.3173489,-40.8121458,63.0821000,8.8650000,8.0800000
HD 109749,,,,189.3173489,-40.8121458,63.0821000,8.8650000,8.0800000
HD 109749,5903.00,1.20,0.220,189.3173489,-40.8121458,63.0821000,8.8650000,8.0800000
HD 109749,5805.48,,0.263,189.3173489,-40.8121458,63.0821000,8.8650000,8.0800000
HD 10975,4885.08,,,27.1628025,37.9527542,116.5060000,6.9210000,5.9418800
HD 10975,4840.00,1.41,1.790,27.1628025,37.9527542,116.5060000,6.9210000,5.9418800
HD 109833,5876.00,,,189.7758591,-74.5740205,79.5561000,9.9420000,9.2900000
HD 109833,5876.00,1.06,0.016,189.7758591,-74.5740205,79.5561000,9.9420000,9.2900000
HD 109833,5876.00,,,189.7758591,-74.5740205,79.5561000,9.9420000,9.2900000
HD 109833,5881.00,1.08,0.072,189.7758591,-74.5740205,79.5561000,9.9420000,9.2900000
HD 109988,,0.88,,189.8154662,-32.7263607,42.5279000,9.7720000,8.9000000
HD 109988,5185.97,0.88,-0.307,189.8154662,-32.7263607,42.5279000,9.7720000,8.9000000
HD 110014,,,,189.8111935,-7.9956702,100.7580000,5.8870000,4.6459700
HD 110014,,,,189.8111935,-7.9956702,100.7580000,5.8870000,4.6459700
HD 110014,,2.10,,189.8111935,-7.9956702,100.7580000,5.8870000,4.6459700
HD 110014,4445.00,2.17,,189.8111935,-7.9956702,100.7580000,5.8870000,4.6459700
HD 110014,4445.00,,2.304,189.8111935,-7.9956702,100.7580000,5.8870000,4.6459700
HD 110014,4553.61,,,189.8111935,-7.9956702,100.7580000,5.8870000,4.6459700
HD 110014,4559.00,2.28,2.300,189.8111935,-7.9956702,100.7580000,5.8870000,4.6459700
HD 110014,,2.09,,189.8111935,-7.9956702,100.7580000,5.8870000,4.6459700
HD 110014,4478.00,2.09,,189.8111935,-7.9956702,100.7580000,5.8870000,4.6459700
HD 110067,5297.00,,,189.8392243,20.0273377,32.1585000,9.2030000,8.4190000
HD 110067,5297.00,,,189.8392243,20.0273377,32.1585000,9.2030000,8.4190000
HD 110067,5266.00,0.80,,189.8392243,20.0273377,32.1585000,9.2030000,8.4190000
HD 110106,,,,189.9040753,19.9292609,,9.7840000,8.7900000
HD 110106 B,,,,,,,,
HD 110067,5297.00,0.91,-0.362,189.8392243,20.0273377,32.1585000,9.2030000,8.4190000
2MASS J12514562-8806328,3262.00,0.24,-2.140,192.9372070,-88.1092465,105.7190000,18.9230000,
HD 110082,6200.00,1.21,0.281,192.5892855,-88.1211107,105.0960000,9.7550000,9.2300000
2MASS J12514562-8806328,3811.15,,,192.9372070,-88.1092465,105.7190000,18.9230000,
HD 110082,,,,192.5892855,-88.1211107,105.0960000,9.7550000,9.2300000
HD 110082,,,,192.5892855,-88.1211107,105.0960000,9.7550000,9.2300000
HD 110082,3811.15,,,192.5892855,-88.1211107,105.0960000,9.7550000,9.2300000
2MASS J12514562-8806328,3250.00,0.26,-2.202,192.9372070,-88.1092465,105.7190000,18.9230000,
HD 110082,6413.00,1.29,0.301,192.5892855,-88.1211107,105.0960000,9.7550000,9.2300000
HD 110082,6153.00,,,192.5892855,-88.1211107,105.0960000,9.7550000,9.2300000
HD 110113,,,,190.0365636,-44.3120777,106.3070000,10.6750000,10.0900000
HD 110113,6003.00,,,190.0365636,-44.3120777,106.3070000,10.6750000,10.0900000
HD 110113,5768.00,1.03,-0.013,190.0365636,-44.3120777,106.3070000,10.6750000,10.0900000
HD 110113,,,,190.0365636,-44.3120777,106.3070000,10.6750000,10.0900000
HD 110113,5732.00,1.00,,190.0365636,-44.3120777,106.3070000,10.6750000,10.0900000
HD 110113,5639.37,,-0.032,190.0365636,-44.3120777,106.3070000,10.6750000,10.0900000
HD 11112,,1.07,,27.0881399,-41.4944106,44.3804000,7.7770000,7.1300000
HD 11112,5905.64,1.07,0.377,27.0881399,-41.4944106,44.3804000,7.7770000,7.1300000
HD 111232,5406.00,0.70,-0.158,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,,,,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,5487.51,0.96,-0.157,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,5494.00,0.83,,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,,0.75,,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,5605.00,,-0.161,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,5502.00,0.93,-0.131,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,,,,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,,0.96,,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,,,,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,,,,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,5494.00,0.78,-0.161,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,,,,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,5494.00,0.75,,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,5512.00,0.84,,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,5460.00,0.71,-0.166,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111232,,,,192.2159553,-68.4246679,28.9571000,8.3050000,7.5900000
HD 111591,4930.23,,1.581,192.5725483,22.8631285,114.1660000,,6.4170000
HD 111591,4884.00,1.94,1.581,192.5725483,22.8631285,114.1660000,,6.4170000
HD 111591,,,,192.5725483,22.8631285,114.1660000,,6.4170000
HD 111591,4871.00,,,192.5725483,22.8631285,114.1660000,,6.4170000
HD 111591,,,,192.5725483,22.8631285,114.1660000,,6.4170000
HD 111998,,,,193.2953521,-3.5531133,33.2237000,6.5850000,6.1100600
HD 111998,,1.40,,193.2953521,-3.5531133,33.2237000,6.5850000,6.1100600
HD 111998,,,,193.2953521,-3.5531133,33.2237000,6.5850000,6.1100600
HD 111998,6557.00,1.18,,193.2953521,-3.5531133,33.2237000,6.5850000,6.1100600
HD 111998,,,,193.2953521,-3.5531133,33.2237000,6.5850000,6.1100600
HD 111998,,,,193.2953521,-3.5531133,33.2237000,6.5850000,6.1100600
HD 111998,6503.52,1.33,0.508,193.2953521,-3.5531133,33.2237000,6.5850000,6.1100600
HD 111998,6382.33,,0.512,193.2953521,-3.5531133,33.2237000,6.5850000,6.1100600
HD 112300,3783.00,,,193.8988441,3.3972376,62.0732400,4.9030000,3.3951500
HD 112300,3657.00,1.40,2.701,193.8988441,3.3972376,62.0732400,4.9030000,3.3951500
HD 112570,4750.00,1.15,1.647,194.2824262,46.1765638,101.1660000,7.1340000,6.1105500
HD 112570,4847.00,,,194.2824262,46.1765638,101.1660000,7.1340000,6.1105500
HD 112640,,,,194.2415171,67.2429122,323.3350000,7.9570000,6.5364900
HD 112640,4225.29,,2.636,194.2415171,67.2429122,323.3350000,7.9570000,6.5364900
HD 112640,4155.00,1.80,2.453,194.2415171,67.2429122,323.3350000,7.9570000,6.5364900
