# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Sep 28 18:08:25 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_pnum:        Number of Planets
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,sy_pnum,rastr,ra,decstr,dec
Kepler-864 c,2,19h00m13.70s,285.0570943,+46d19m14.19s,46.3206074
Kepler-864 c,2,19h00m13.70s,285.0570943,+46d19m14.19s,46.3206074
Kepler-864 c,2,19h00m13.70s,285.0570943,+46d19m14.19s,46.3206074
Kepler-864 c,2,19h00m13.70s,285.0570943,+46d19m14.19s,46.3206074
Kepler-864 c,2,19h00m13.70s,285.0570943,+46d19m14.19s,46.3206074
Kepler-865 b,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 b,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 b,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 b,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 b,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 b,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 b,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 b,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 b,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 b,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 c,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 c,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 c,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 c,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 c,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 c,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-865 c,2,19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796
Kepler-866 b,1,19h20m29.33s,290.1222112,+43d05m07.47s,43.0854070
Kepler-866 b,1,19h20m29.33s,290.1222112,+43d05m07.47s,43.0854070
Kepler-866 b,1,19h20m29.33s,290.1222112,+43d05m07.47s,43.0854070
Kepler-866 b,1,19h20m29.33s,290.1222112,+43d05m07.47s,43.0854070
Kepler-866 b,1,19h20m29.33s,290.1222112,+43d05m07.47s,43.0854070
Kepler-866 b,1,19h20m29.33s,290.1222112,+43d05m07.47s,43.0854070
Kepler-866 b,1,19h20m29.33s,290.1222112,+43d05m07.47s,43.0854070
Kepler-866 b,1,19h20m29.33s,290.1222112,+43d05m07.47s,43.0854070
Kepler-866 b,1,19h20m29.33s,290.1222112,+43d05m07.47s,43.0854070
Kepler-867 b,1,19h09m08.46s,287.2852554,+51d14m59.82s,51.2499499
Kepler-867 b,1,19h09m08.46s,287.2852554,+51d14m59.82s,51.2499499
Kepler-867 b,1,19h09m08.46s,287.2852554,+51d14m59.82s,51.2499499
Kepler-867 b,1,19h09m08.46s,287.2852554,+51d14m59.82s,51.2499499
Kepler-867 b,1,19h09m08.46s,287.2852554,+51d14m59.82s,51.2499499
Kepler-867 b,1,19h09m08.46s,287.2852554,+51d14m59.82s,51.2499499
Kepler-867 b,1,19h09m08.46s,287.2852554,+51d14m59.82s,51.2499499
Kepler-867 b,1,19h09m08.46s,287.2852554,+51d14m59.82s,51.2499499
Kepler-867 b,1,19h09m08.46s,287.2852554,+51d14m59.82s,51.2499499
Kepler-867 b,1,19h09m08.46s,287.2852554,+51d14m59.82s,51.2499499
Kepler-868 b,1,18h49m27.25s,282.3635315,+46d40m30.86s,46.6752384
Kepler-868 b,1,18h49m27.25s,282.3635315,+46d40m30.86s,46.6752384
Kepler-868 b,1,18h49m27.25s,282.3635315,+46d40m30.86s,46.6752384
Kepler-868 b,1,18h49m27.25s,282.3635315,+46d40m30.86s,46.6752384
Kepler-868 b,1,18h49m27.25s,282.3635315,+46d40m30.86s,46.6752384
Kepler-868 b,1,18h49m27.25s,282.3635315,+46d40m30.86s,46.6752384
Kepler-868 b,1,18h49m27.25s,282.3635315,+46d40m30.86s,46.6752384
Kepler-868 b,1,18h49m27.25s,282.3635315,+46d40m30.86s,46.6752384
Kepler-869 b,1,19h17m41.90s,289.4245955,+50d59m38.83s,50.9941198
Kepler-869 b,1,19h17m41.90s,289.4245955,+50d59m38.83s,50.9941198
Kepler-869 b,1,19h17m41.90s,289.4245955,+50d59m38.83s,50.9941198
Kepler-869 b,1,19h17m41.90s,289.4245955,+50d59m38.83s,50.9941198
Kepler-869 b,1,19h17m41.90s,289.4245955,+50d59m38.83s,50.9941198
Kepler-869 b,1,19h17m41.90s,289.4245955,+50d59m38.83s,50.9941198
Kepler-869 b,1,19h17m41.90s,289.4245955,+50d59m38.83s,50.9941198
Kepler-869 b,1,19h17m41.90s,289.4245955,+50d59m38.83s,50.9941198
Kepler-869 b,1,19h17m41.90s,289.4245955,+50d59m38.83s,50.9941198
Kepler-869 b,1,19h17m41.90s,289.4245955,+50d59m38.83s,50.9941198
Kepler-87 b,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 b,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 b,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 b,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 b,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 b,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 b,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 b,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 b,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 b,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 b,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 c,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 c,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 c,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 c,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 c,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 c,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 c,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 c,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-87 c,2,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146
Kepler-870 b,1,19h41m36.61s,295.4025625,+50d28m42.96s,50.4785992
Kepler-870 b,1,19h41m36.61s,295.4025625,+50d28m42.96s,50.4785992
Kepler-870 b,1,19h41m36.61s,295.4025625,+50d28m42.96s,50.4785992
Kepler-870 b,1,19h41m36.61s,295.4025625,+50d28m42.96s,50.4785992
Kepler-870 b,1,19h41m36.61s,295.4025625,+50d28m42.96s,50.4785992
Kepler-870 b,1,19h41m36.61s,295.4025625,+50d28m42.96s,50.4785992
Kepler-870 b,1,19h41m36.61s,295.4025625,+50d28m42.96s,50.4785992
Kepler-870 b,1,19h41m36.61s,295.4025625,+50d28m42.96s,50.4785992
Kepler-870 b,1,19h41m36.61s,295.4025625,+50d28m42.96s,50.4785992
Kepler-870 b,1,19h41m36.61s,295.4025625,+50d28m42.96s,50.4785992
Kepler-871 b,1,19h38m06.50s,294.5270634,+43d22m05.27s,43.3681317
Kepler-871 b,1,19h38m06.50s,294.5270634,+43d22m05.27s,43.3681317
Kepler-871 b,1,19h38m06.50s,294.5270634,+43d22m05.27s,43.3681317
Kepler-871 b,1,19h38m06.50s,294.5270634,+43d22m05.27s,43.3681317
Kepler-871 b,1,19h38m06.50s,294.5270634,+43d22m05.27s,43.3681317
Kepler-871 b,1,19h38m06.50s,294.5270634,+43d22m05.27s,43.3681317
Kepler-871 b,1,19h38m06.50s,294.5270634,+43d22m05.27s,43.3681317
Kepler-871 b,1,19h38m06.50s,294.5270634,+43d22m05.27s,43.3681317
Kepler-871 b,1,19h38m06.50s,294.5270634,+43d22m05.27s,43.3681317
Kepler-871 b,1,19h38m06.50s,294.5270634,+43d22m05.27s,43.3681317
Kepler-872 b,1,19h41m40.19s,295.4174725,+43d36m20.20s,43.6056117
Kepler-872 b,1,19h41m40.19s,295.4174725,+43d36m20.20s,43.6056117
Kepler-872 b,1,19h41m40.19s,295.4174725,+43d36m20.20s,43.6056117
Kepler-872 b,1,19h41m40.19s,295.4174725,+43d36m20.20s,43.6056117
Kepler-872 b,1,19h41m40.19s,295.4174725,+43d36m20.20s,43.6056117
Kepler-872 b,1,19h41m40.19s,295.4174725,+43d36m20.20s,43.6056117
Kepler-872 b,1,19h41m40.19s,295.4174725,+43d36m20.20s,43.6056117
Kepler-872 b,1,19h41m40.19s,295.4174725,+43d36m20.20s,43.6056117
Kepler-872 b,1,19h41m40.19s,295.4174725,+43d36m20.20s,43.6056117
Kepler-873 b,1,19h45m36.75s,296.4031319,+51d16m16.60s,51.2712773
Kepler-873 b,1,19h45m36.75s,296.4031319,+51d16m16.60s,51.2712773
Kepler-873 b,1,19h45m36.75s,296.4031319,+51d16m16.60s,51.2712773
Kepler-873 b,1,19h45m36.75s,296.4031319,+51d16m16.60s,51.2712773
Kepler-873 b,1,19h45m36.75s,296.4031319,+51d16m16.60s,51.2712773
Kepler-873 b,1,19h45m36.75s,296.4031319,+51d16m16.60s,51.2712773
Kepler-873 b,1,19h45m36.75s,296.4031319,+51d16m16.60s,51.2712773
Kepler-873 b,1,19h45m36.75s,296.4031319,+51d16m16.60s,51.2712773
Kepler-873 b,1,19h45m36.75s,296.4031319,+51d16m16.60s,51.2712773
Kepler-873 b,1,19h45m36.75s,296.4031319,+51d16m16.60s,51.2712773
Kepler-874 b,1,19h39m49.64s,294.9568477,+43d00m51.48s,43.0142991
Kepler-874 b,1,19h39m49.64s,294.9568477,+43d00m51.48s,43.0142991
Kepler-874 b,1,19h39m49.64s,294.9568477,+43d00m51.48s,43.0142991
Kepler-874 b,1,19h39m49.64s,294.9568477,+43d00m51.48s,43.0142991
Kepler-874 b,1,19h39m49.64s,294.9568477,+43d00m51.48s,43.0142991
Kepler-874 b,1,19h39m49.64s,294.9568477,+43d00m51.48s,43.0142991
Kepler-874 b,1,19h39m49.64s,294.9568477,+43d00m51.48s,43.0142991
Kepler-874 b,1,19h39m49.64s,294.9568477,+43d00m51.48s,43.0142991
Kepler-874 b,1,19h39m49.64s,294.9568477,+43d00m51.48s,43.0142991
Kepler-875 b,1,19h49m12.30s,297.3012497,+43d08m30.59s,43.1418313
Kepler-875 b,1,19h49m12.30s,297.3012497,+43d08m30.59s,43.1418313
Kepler-875 b,1,19h49m12.30s,297.3012497,+43d08m30.59s,43.1418313
Kepler-875 b,1,19h49m12.30s,297.3012497,+43d08m30.59s,43.1418313
Kepler-875 b,1,19h49m12.30s,297.3012497,+43d08m30.59s,43.1418313
Kepler-875 b,1,19h49m12.30s,297.3012497,+43d08m30.59s,43.1418313
Kepler-875 b,1,19h49m12.30s,297.3012497,+43d08m30.59s,43.1418313
Kepler-875 b,1,19h49m12.30s,297.3012497,+43d08m30.59s,43.1418313
Kepler-875 b,1,19h49m12.30s,297.3012497,+43d08m30.59s,43.1418313
Kepler-875 b,1,19h49m12.30s,297.3012497,+43d08m30.59s,43.1418313
Kepler-876 b,1,18h53m54.76s,283.4781717,+43d23m01.40s,43.3837235
Kepler-876 b,1,18h53m54.76s,283.4781717,+43d23m01.40s,43.3837235
Kepler-876 b,1,18h53m54.76s,283.4781717,+43d23m01.40s,43.3837235
Kepler-876 b,1,18h53m54.76s,283.4781717,+43d23m01.40s,43.3837235
Kepler-876 b,1,18h53m54.76s,283.4781717,+43d23m01.40s,43.3837235
Kepler-876 b,1,18h53m54.76s,283.4781717,+43d23m01.40s,43.3837235
Kepler-876 b,1,18h53m54.76s,283.4781717,+43d23m01.40s,43.3837235
Kepler-876 b,1,18h53m54.76s,283.4781717,+43d23m01.40s,43.3837235
Kepler-876 b,1,18h53m54.76s,283.4781717,+43d23m01.40s,43.3837235
Kepler-877 b,1,19h19m26.18s,289.8591023,+46d31m21.87s,46.5227429
Kepler-877 b,1,19h19m26.18s,289.8591023,+46d31m21.87s,46.5227429
Kepler-877 b,1,19h19m26.18s,289.8591023,+46d31m21.87s,46.5227429
Kepler-877 b,1,19h19m26.18s,289.8591023,+46d31m21.87s,46.5227429
Kepler-877 b,1,19h19m26.18s,289.8591023,+46d31m21.87s,46.5227429
Kepler-877 b,1,19h19m26.18s,289.8591023,+46d31m21.87s,46.5227429
Kepler-877 b,1,19h19m26.18s,289.8591023,+46d31m21.87s,46.5227429
Kepler-877 b,1,19h19m26.18s,289.8591023,+46d31m21.87s,46.5227429
Kepler-877 b,1,19h19m26.18s,289.8591023,+46d31m21.87s,46.5227429
Kepler-878 b,1,19h01m11.10s,285.2962562,+46d36m12.42s,46.6034497
Kepler-878 b,1,19h01m11.10s,285.2962562,+46d36m12.42s,46.6034497
Kepler-878 b,1,19h01m11.10s,285.2962562,+46d36m12.42s,46.6034497
Kepler-878 b,1,19h01m11.10s,285.2962562,+46d36m12.42s,46.6034497
Kepler-878 b,1,19h01m11.10s,285.2962562,+46d36m12.42s,46.6034497
Kepler-878 b,1,19h01m11.10s,285.2962562,+46d36m12.42s,46.6034497
Kepler-878 b,1,19h01m11.10s,285.2962562,+46d36m12.42s,46.6034497
Kepler-878 b,1,19h01m11.10s,285.2962562,+46d36m12.42s,46.6034497
Kepler-878 b,1,19h01m11.10s,285.2962562,+46d36m12.42s,46.6034497
Kepler-878 b,1,19h01m11.10s,285.2962562,+46d36m12.42s,46.6034497
Kepler-879 b,1,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521
Kepler-879 b,1,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521
Kepler-879 b,1,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521
Kepler-879 b,1,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521
Kepler-879 b,1,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521
Kepler-879 b,1,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521
Kepler-879 b,1,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521
Kepler-879 b,1,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521
Kepler-879 b,1,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521
Kepler-879 b,1,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521
Kepler-88 d,3,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130
Kepler-88 d,3,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130
Kepler-880 b,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 b,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 b,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 b,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 b,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 b,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 b,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 b,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 b,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 b,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 c,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 c,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 c,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 c,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 c,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-880 c,2,18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839
Kepler-881 b,1,19h15m58.21s,288.9925529,+46d40m14.34s,46.6706513
Kepler-881 b,1,19h15m58.21s,288.9925529,+46d40m14.34s,46.6706513
Kepler-881 b,1,19h15m58.21s,288.9925529,+46d40m14.34s,46.6706513
Kepler-881 b,1,19h15m58.21s,288.9925529,+46d40m14.34s,46.6706513
Kepler-881 b,1,19h15m58.21s,288.9925529,+46d40m14.34s,46.6706513
Kepler-881 b,1,19h15m58.21s,288.9925529,+46d40m14.34s,46.6706513
Kepler-881 b,1,19h15m58.21s,288.9925529,+46d40m14.34s,46.6706513
Kepler-881 b,1,19h15m58.21s,288.9925529,+46d40m14.34s,46.6706513
Kepler-882 b,1,19h38m36.01s,294.6500256,+43d20m08.20s,43.3356106
Kepler-882 b,1,19h38m36.01s,294.6500256,+43d20m08.20s,43.3356106
Kepler-882 b,1,19h38m36.01s,294.6500256,+43d20m08.20s,43.3356106
Kepler-882 b,1,19h38m36.01s,294.6500256,+43d20m08.20s,43.3356106
Kepler-882 b,1,19h38m36.01s,294.6500256,+43d20m08.20s,43.3356106
Kepler-882 b,1,19h38m36.01s,294.6500256,+43d20m08.20s,43.3356106
Kepler-882 b,1,19h38m36.01s,294.6500256,+43d20m08.20s,43.3356106
Kepler-882 b,1,19h38m36.01s,294.6500256,+43d20m08.20s,43.3356106
Kepler-882 b,1,19h38m36.01s,294.6500256,+43d20m08.20s,43.3356106
Kepler-883 b,1,19h05m44.09s,286.4337260,+50d18m00.82s,50.3002266
Kepler-883 b,1,19h05m44.09s,286.4337260,+50d18m00.82s,50.3002266
Kepler-883 b,1,19h05m44.09s,286.4337260,+50d18m00.82s,50.3002266
Kepler-883 b,1,19h05m44.09s,286.4337260,+50d18m00.82s,50.3002266
Kepler-883 b,1,19h05m44.09s,286.4337260,+50d18m00.82s,50.3002266
Kepler-883 b,1,19h05m44.09s,286.4337260,+50d18m00.82s,50.3002266
Kepler-883 b,1,19h05m44.09s,286.4337260,+50d18m00.82s,50.3002266
Kepler-883 b,1,19h05m44.09s,286.4337260,+50d18m00.82s,50.3002266
Kepler-883 b,1,19h05m44.09s,286.4337260,+50d18m00.82s,50.3002266
Kepler-883 b,1,19h05m44.09s,286.4337260,+50d18m00.82s,50.3002266
Kepler-884 b,1,19h30m20.26s,292.5844328,+49d55m23.52s,49.9232012
Kepler-884 b,1,19h30m20.26s,292.5844328,+49d55m23.52s,49.9232012
Kepler-884 b,1,19h30m20.26s,292.5844328,+49d55m23.52s,49.9232012
Kepler-884 b,1,19h30m20.26s,292.5844328,+49d55m23.52s,49.9232012
Kepler-884 b,1,19h30m20.26s,292.5844328,+49d55m23.52s,49.9232012
Kepler-884 b,1,19h30m20.26s,292.5844328,+49d55m23.52s,49.9232012
Kepler-884 b,1,19h30m20.26s,292.5844328,+49d55m23.52s,49.9232012
Kepler-884 b,1,19h30m20.26s,292.5844328,+49d55m23.52s,49.9232012
Kepler-884 b,1,19h30m20.26s,292.5844328,+49d55m23.52s,49.9232012
Kepler-885 b,1,19h14m38.78s,288.6615682,+49d44m13.75s,49.7371538
Kepler-885 b,1,19h14m38.78s,288.6615682,+49d44m13.75s,49.7371538
Kepler-885 b,1,19h14m38.78s,288.6615682,+49d44m13.75s,49.7371538
Kepler-885 b,1,19h14m38.78s,288.6615682,+49d44m13.75s,49.7371538
Kepler-885 b,1,19h14m38.78s,288.6615682,+49d44m13.75s,49.7371538
Kepler-885 b,1,19h14m38.78s,288.6615682,+49d44m13.75s,49.7371538
Kepler-885 b,1,19h14m38.78s,288.6615682,+49d44m13.75s,49.7371538
Kepler-885 b,1,19h14m38.78s,288.6615682,+49d44m13.75s,49.7371538
Kepler-885 b,1,19h14m38.78s,288.6615682,+49d44m13.75s,49.7371538
Kepler-885 b,1,19h14m38.78s,288.6615682,+49d44m13.75s,49.7371538
Kepler-886 b,1,19h05m05.21s,286.2717162,+43d35m42.73s,43.5952037
Kepler-886 b,1,19h05m05.21s,286.2717162,+43d35m42.73s,43.5952037
Kepler-886 b,1,19h05m05.21s,286.2717162,+43d35m42.73s,43.5952037
Kepler-886 b,1,19h05m05.21s,286.2717162,+43d35m42.73s,43.5952037
Kepler-886 b,1,19h05m05.21s,286.2717162,+43d35m42.73s,43.5952037
Kepler-886 b,1,19h05m05.21s,286.2717162,+43d35m42.73s,43.5952037
Kepler-886 b,1,19h05m05.21s,286.2717162,+43d35m42.73s,43.5952037
Kepler-886 b,1,19h05m05.21s,286.2717162,+43d35m42.73s,43.5952037
Kepler-886 b,1,19h05m05.21s,286.2717162,+43d35m42.73s,43.5952037
Kepler-886 b,1,19h05m05.21s,286.2717162,+43d35m42.73s,43.5952037
Kepler-887 b,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 b,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 b,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 b,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 b,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 b,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 b,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 b,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 b,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 b,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 c,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 c,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 c,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 c,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 c,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 c,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 c,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 c,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-887 c,2,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085
Kepler-888 b,1,19h42m05.11s,295.5212866,+49d44m19.25s,49.7386804
Kepler-888 b,1,19h42m05.11s,295.5212866,+49d44m19.25s,49.7386804
Kepler-888 b,1,19h42m05.11s,295.5212866,+49d44m19.25s,49.7386804
Kepler-888 b,1,19h42m05.11s,295.5212866,+49d44m19.25s,49.7386804
Kepler-888 b,1,19h42m05.11s,295.5212866,+49d44m19.25s,49.7386804
Kepler-888 b,1,19h42m05.11s,295.5212866,+49d44m19.25s,49.7386804
Kepler-888 b,1,19h42m05.11s,295.5212866,+49d44m19.25s,49.7386804
Kepler-888 b,1,19h42m05.11s,295.5212866,+49d44m19.25s,49.7386804
Kepler-888 b,1,19h42m05.11s,295.5212866,+49d44m19.25s,49.7386804
Kepler-888 b,1,19h42m05.11s,295.5212866,+49d44m19.25s,49.7386804
Kepler-889 b,1,19h25m52.19s,291.4674540,+50d45m34.41s,50.7595597
Kepler-889 b,1,19h25m52.19s,291.4674540,+50d45m34.41s,50.7595597
Kepler-889 b,1,19h25m52.19s,291.4674540,+50d45m34.41s,50.7595597
Kepler-889 b,1,19h25m52.19s,291.4674540,+50d45m34.41s,50.7595597
Kepler-889 b,1,19h25m52.19s,291.4674540,+50d45m34.41s,50.7595597
Kepler-889 b,1,19h25m52.19s,291.4674540,+50d45m34.41s,50.7595597
Kepler-889 b,1,19h25m52.19s,291.4674540,+50d45m34.41s,50.7595597
Kepler-889 b,1,19h25m52.19s,291.4674540,+50d45m34.41s,50.7595597
Kepler-889 b,1,19h25m52.19s,291.4674540,+50d45m34.41s,50.7595597
Kepler-890 b,1,19h13m44.57s,288.4357180,+43d45m48.50s,43.7634712
Kepler-890 b,1,19h13m44.57s,288.4357180,+43d45m48.50s,43.7634712
Kepler-890 b,1,19h13m44.57s,288.4357180,+43d45m48.50s,43.7634712
Kepler-890 b,1,19h13m44.57s,288.4357180,+43d45m48.50s,43.7634712
Kepler-890 b,1,19h13m44.57s,288.4357180,+43d45m48.50s,43.7634712
Kepler-890 b,1,19h13m44.57s,288.4357180,+43d45m48.50s,43.7634712
Kepler-890 b,1,19h13m44.57s,288.4357180,+43d45m48.50s,43.7634712
Kepler-890 b,1,19h13m44.57s,288.4357180,+43d45m48.50s,43.7634712
Kepler-890 b,1,19h13m44.57s,288.4357180,+43d45m48.50s,43.7634712
Kepler-890 b,1,19h13m44.57s,288.4357180,+43d45m48.50s,43.7634712
Kepler-891 b,1,19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252
Kepler-891 b,1,19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252
Kepler-891 b,1,19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252
Kepler-891 b,1,19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252
Kepler-891 b,1,19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252
Kepler-891 b,1,19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252
Kepler-891 b,1,19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252
Kepler-891 b,1,19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252
Kepler-891 b,1,19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252
Kepler-891 b,1,19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252
Kepler-892 b,1,18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983
Kepler-892 b,1,18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983
Kepler-892 b,1,18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983
Kepler-892 b,1,18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983
Kepler-892 b,1,18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983
Kepler-892 b,1,18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983
Kepler-892 b,1,18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983
Kepler-892 b,1,18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983
Kepler-892 b,1,18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983
Kepler-892 b,1,18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983
Kepler-893 b,1,18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282
Kepler-893 b,1,18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282
Kepler-893 b,1,18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282
Kepler-893 b,1,18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282
Kepler-893 b,1,18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282
Kepler-893 b,1,18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282
Kepler-893 b,1,18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282
Kepler-893 b,1,18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282
Kepler-893 b,1,18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282
Kepler-893 b,1,18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282
Kepler-894 b,1,19h14m56.17s,288.7340513,+46d56m21.71s,46.9393630
