# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  6 05:46:58 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,pl_masse,pl_eqt,pl_orbincl,st_teff,st_lum,st_vsin,ra,dec,sy_dist,sy_bmag,sy_vmag
HD 167042 b,,,,,,,272.6326268,54.2876184,49.6633000,6.9260000,5.9879600
HD 167677 b,1175.96511,,155.000,,,0.7000,274.2067844,-11.4067857,54.3258000,9.6110000,8.9000000
HD 167677 b,905.81096,,28.700,5474.00,,,274.2067844,-11.4067857,54.3258000,9.6110000,8.9000000
HD 167768 b,,,,4851.00,1.669,,274.2213308,-3.0085807,107.2140000,6.8860000,5.9889400
HD 168009 b,,,,5778.33,,,273.8847918,45.2088229,23.3032000,6.9300000,6.2950000
HD 168443 b,,,,5551.00,0.382,,275.0159879,-9.5966905,39.6245000,7.6520000,6.9212200
HD 168443 b,,,,5530.02,,,275.0159879,-9.5966905,39.6245000,7.6520000,6.9212200
HD 168443 b,,,,5491.00,,2.2000,275.0159879,-9.5966905,39.6245000,7.6520000,6.9212200
HD 168443 b,,,,,,,275.0159879,-9.5966905,39.6245000,7.6520000,6.9212200
HD 168443 b,,,,5551.00,0.382,,275.0159879,-9.5966905,39.6245000,7.6520000,6.9212200
HD 168443 b,,,,,,,275.0159879,-9.5966905,39.6245000,7.6520000,6.9212200
HD 168443 c,,,,5491.00,,2.2000,275.0159879,-9.5966905,39.6245000,7.6520000,6.9212200
HD 168443 c,5500.33841,,91.218,,,,275.0159879,-9.5966905,39.6245000,7.6520000,6.9212200
HD 168443 c,,,,5530.02,,,275.0159879,-9.5966905,39.6245000,7.6520000,6.9212200
HD 168443 c,,,,5551.00,0.382,,275.0159879,-9.5966905,39.6245000,7.6520000,6.9212200
HD 168443 c,,,,5551.00,0.382,,275.0159879,-9.5966905,39.6245000,7.6520000,6.9212200
HD 168443 c,,,,,,,275.0159879,-9.5966905,39.6245000,7.6520000,6.9212200
HD 168746 b,,,,5564.00,,,275.4573269,-11.9229757,41.5681000,8.6640000,7.9500000
HD 168746 b,,900,,5610.00,0.041,1.0000,275.4573269,-11.9229757,41.5681000,8.6640000,7.9500000
HD 168746 b,,,,5570.00,,,275.4573269,-11.9229757,41.5681000,8.6640000,7.9500000
HD 168746 b,,,,5618.88,,,275.4573269,-11.9229757,41.5681000,8.6640000,7.9500000
HD 168863 b,2154.87660,,129.839,,,,275.6642157,-18.0219726,39.8979000,10.3650000,9.3500000
HD 1690 b,,,,4393.00,1.520,3.5000,5.3055886,-8.2811442,752.6150000,10.4920000,9.1900000
HD 1690 b,,,,4374.00,,,5.3055886,-8.2811442,752.6150000,10.4920000,9.1900000
HD 16905 b,2881.11451,,19.657,,,,40.0136203,-61.3550396,39.7401000,10.3700000,9.4400000
HD 16905 b,3591.46100,,43.000,,,1.5000,40.0136203,-61.3550396,39.7401000,10.3700000,9.4400000
HD 169142 b,953.48522,,13.000,,,,276.1240717,-29.7805318,113.6000000,8.4230000,8.1560000
HD 169830 b,,,,6179.26,,,276.9561859,-29.8167919,37.6048000,6.4070000,5.9000000
HD 169830 b,,,,6299.00,0.662,3.3000,276.9561859,-29.8167919,37.6048000,6.4070000,5.9000000
HD 169830 b,,345,,6300.00,,3.8000,276.9561859,-29.8167919,37.6048000,6.4070000,5.9000000
HD 169830 b,,,,,,,276.9561859,-29.8167919,37.6048000,6.4070000,5.9000000
HD 169830 c,,,,,,,276.9561859,-29.8167919,37.6048000,6.4070000,5.9000000
HD 169830 c,,,,6299.00,0.662,3.3000,276.9561859,-29.8167919,37.6048000,6.4070000,5.9000000
HD 169830 c,,,,6179.26,,,276.9561859,-29.8167919,37.6048000,6.4070000,5.9000000
HD 169830 c,2828.67282,,158.000,,,3.4000,276.9561859,-29.8167919,37.6048000,6.4070000,5.9000000
HD 169830 c,2437.42605,,24.469,,,,276.9561859,-29.8167919,37.6048000,6.4070000,5.9000000
HD 170469 b,,,,5842.00,,,277.2955423,11.6954244,60.1780000,8.8330000,8.2100000
HD 170469 b,,,,5810.00,0.204,1.7000,277.2955423,11.6954244,60.1780000,8.8330000,8.2100000
HD 170469 b,,,,5765.62,,,277.2955423,11.6954244,60.1780000,8.8330000,8.2100000
HD 17092 b,,,,,,,41.5924261,49.6530375,228.4220000,8.9990000,7.7320000
HD 17092 b,,,,4326.00,,,41.5924261,49.6530375,228.4220000,8.9990000,7.7320000
HD 17092 b,,,,4650.00,,,41.5924261,49.6530375,228.4220000,8.9990000,7.7320000
HD 171028 b,,,,,,,278.0643694,6.9456827,111.6590000,8.9340000,8.2920000
HD 171028 b,,,,5671.00,,,278.0643694,6.9456827,111.6590000,8.9340000,8.2920000
HD 171238 b,,,,5467.00,,1.4800,278.6818389,-28.0727849,44.8113000,9.4100000,8.6100000
HD 171238 b,2796.88998,,19.100,,-0.203,,278.6818389,-28.0727849,44.8113000,9.4100000,8.6100000
HD 171238 b,,,,5440.00,-0.090,,278.6818389,-28.0727849,44.8113000,9.4100000,8.6100000
HD 17156 b,1028.18005,,86.490,6079.00,,2.8000,42.4366123,71.7530882,78.0863000,8.7800000,8.1700000
HD 17156 b,,,,5969.00,0.390,,42.4366123,71.7530882,78.0863000,8.7800000,8.1700000
HD 17156 b,1036.76146,883,86.940,6079.00,,,42.4366123,71.7530882,78.0863000,8.7800000,8.1700000
HD 17156 b,,,,6079.00,0.415,2.6000,42.4366123,71.7530882,78.0863000,8.7800000,8.1700000
HD 17156 b,,581,,5925.00,,,42.4366123,71.7530882,78.0863000,8.7800000,8.1700000
HD 17156 b,1014.15300,,86.490,,,,42.4366123,71.7530882,78.0863000,8.7800000,8.1700000
HD 17156 b,,,,,,,42.4366123,71.7530882,78.0863000,8.7800000,8.1700000
HD 17156 b,1115.58330,,87.820,6040.00,,,42.4366123,71.7530882,78.0863000,8.7800000,8.1700000
HD 17156 b,1023.37000,,87.890,6100.00,0.412,1.5000,42.4366123,71.7530882,78.0863000,8.7800000,8.1700000
HD 17156 b,,,86.490,6100.00,0.412,1.5000,42.4366123,71.7530882,78.0863000,8.7800000,8.1700000
HD 173416 b,,,,,,,280.9005676,36.5568570,132.1840000,7.0940000,6.0418800
HD 173416 b,,,,4683.00,1.892,,280.9005676,36.5568570,132.1840000,7.0940000,6.0418800
HD 173416 b,,,,4683.00,1.892,,280.9005676,36.5568570,132.1840000,7.0940000,6.0418800
HD 174205 b,,,,4308.00,2.378,1.6000,280.7932014,70.7928237,234.0270000,7.5120000,6.2820900
HD 175167 b,4703.86042,,,,,,285.0033888,-69.9450664,71.0863000,8.7310000,8.0100000
HD 175167 b,,,,5635.00,,,285.0033888,-69.9450664,71.0863000,8.7310000,8.0100000
HD 175167 b,3019.36987,,28.000,,,,285.0033888,-69.9450664,71.0863000,8.7310000,8.0100000
HD 175167 b,3114.71839,,60.000,5635.00,,,285.0033888,-69.9450664,71.0863000,8.7310000,8.0100000
HD 175167 b,2037.59792,,94.637,,,,285.0033888,-69.9450664,71.0863000,8.7310000,8.0100000
HD 175167 b,,,,,,,285.0033888,-69.9450664,71.0863000,8.7310000,8.0100000
HD 175541 b,,,,5036.00,,,283.9203211,4.2649344,129.6030000,8.8350000,8.0200010
HD 175541 b,,,,4970.43,,,283.9203211,4.2649344,129.6030000,8.8350000,8.0200010
HD 175541 b,,,,5013.00,,,283.9203211,4.2649344,129.6030000,8.8350000,8.0200010
HD 175541 b,,,,5060.00,0.934,2.9000,283.9203211,4.2649344,129.6030000,8.8350000,8.0200010
HD 175607 b,,,,5392.00,,1.3100,285.2742901,-66.1943379,40.3303000,9.2220000,8.6000000
HD 17674 b,,,,5904.00,,2.3000,42.7684964,30.2865981,44.4264000,8.1290000,7.5350000
HD 176986 b,,,,4931.00,-0.480,1.1000,285.7739138,-11.0449410,27.7843000,9.3160000,8.4200000
HD 176986 c,,,,4931.00,-0.480,1.1000,285.7739138,-11.0449410,27.7843000,9.3160000,8.4200000
HD 177565 b,,,,,,,286.7175787,-37.8122394,16.9179000,6.8560000,6.1500000
HD 177830 b,,,,4949.00,0.685,,286.3363574,25.9204327,62.7674000,8.2680000,7.1800000
HD 177830 b,,,,4901.00,,,286.3363574,25.9204327,62.7674000,8.2680000,7.1800000
HD 177830 b,,,,4744.94,,,286.3363574,25.9204327,62.7674000,8.2680000,7.1800000
HD 177830 b,,,,4923.79,,,286.3363574,25.9204327,62.7674000,8.2680000,7.1800000
HD 177830 c,,,,4949.00,0.685,,286.3363574,25.9204327,62.7674000,8.2680000,7.1800000
HD 177830 c,,,,4744.94,,,286.3363574,25.9204327,62.7674000,8.2680000,7.1800000
HD 178911 B b,,,,5588.00,,,287.2632091,34.6006972,40.9727000,8.5460000,7.9700000
HD 178911 B b,,,,5576.10,,,287.2632091,34.6006972,40.9727000,8.5460000,7.9700000
HD 178911 B b,,,,,,,287.2632091,34.6006972,40.9727000,8.5460000,7.9700000
HD 178911 B b,,,,5668.00,,1.9400,287.2632091,34.6006972,40.9727000,8.5460000,7.9700000
HD 178911 B b,,,,5668.00,,1.9000,287.2632091,34.6006972,40.9727000,8.5460000,7.9700000
HD 179079 b,,,,5730.00,,,287.7903733,-2.6387703,69.7116000,8.5970000,7.9500000
HD 179079 b,,,,5646.00,0.380,,287.7903733,-2.6387703,69.7116000,8.5970000,7.9500000
HD 179079 b,,,,5684.00,0.382,1.0000,287.7903733,-2.6387703,69.7116000,8.5970000,7.9500000
HD 179949 b,,,,,,,288.8890182,-24.1797939,27.4573000,6.7720000,6.2500000
HD 179949 b,,,,6176.20,,,288.8890182,-24.1797939,27.4573000,6.7720000,6.2500000
HD 179949 b,,,,6168.00,,,288.8890182,-24.1797939,27.4573000,6.7720000,6.2500000
HD 179949 b,,,,,,6.3000,288.8890182,-24.1797939,27.4573000,6.7720000,6.2500000
HD 180053 b,,,,5131.00,,,288.4008374,34.9146658,137.0430000,8.8470000,7.9300000
HD 18015 b,,,,5603.00,,,43.3636339,-8.8480392,123.8010000,8.5530010,7.8900000
HD 18015 b,1048.83374,,69.000,5643.00,,,43.3636339,-8.8480392,123.8010000,8.5530010,7.8900000
HD 180314 b,,,,,,,288.7094401,31.8604391,122.3620000,7.6270000,6.6151900
HD 180314 b,,,,4917.00,1.643,,288.7094401,31.8604391,122.3620000,7.6270000,6.6151900
HD 180314 b,,,,4924.00,,,288.7094401,31.8604391,122.3620000,7.6270000,6.6151900
HD 180314 b,,,,4917.00,1.643,,288.7094401,31.8604391,122.3620000,7.6270000,6.6151900
HD 180617 b,,,,3557.00,-1.487,2.0000,289.2277322,5.1631615,5.9105900,10.5760000,9.1200000
HD 180617 b,,,,3534.00,-1.490,2.0000,289.2277322,5.1631615,5.9105900,10.5760000,9.1200000
HD 180902 b,,,,4992.00,,,289.8239604,-23.5582432,104.5770000,8.6770000,7.7800000
HD 180902 b,,,,4961.00,,,289.8239604,-23.5582432,104.5770000,8.6770000,7.7800000
HD 180902 b,,,,5030.00,0.973,,289.8239604,-23.5582432,104.5770000,8.6770000,7.7800000
HD 181234 b,,,,5372.83,,,289.9998695,-9.3249700,47.7458000,9.3440000,8.5900000
HD 181234 b,,,,5386.00,,2.1050,289.9998695,-9.3249700,47.7458000,9.3440000,8.5900000
HD 181234 b,2980.91263,,98.732,,,,289.9998695,-9.3249700,47.7458000,9.3440000,8.5900000
HD 181234 b,3219.60176,,57.300,5386.00,,,289.9998695,-9.3249700,47.7458000,9.3440000,8.5900000
HD 181342 b,,,,5005.00,,,290.2674078,-23.6196996,120.3910000,8.5660000,7.5500000
HD 181342 b,,,,5040.00,1.176,1.9000,290.2674078,-23.6196996,120.3910000,8.5660000,7.5500000
HD 181342 b,,,,5014.00,1.079,,290.2674078,-23.6196996,120.3910000,8.5660000,7.5500000
HD 181342 b,,,,4945.00,,,290.2674078,-23.6196996,120.3910000,8.5660000,7.5500000
HD 18143 b,,,,,,,43.9140248,26.8723829,22.5243000,8.4710000,7.5180000
HD 18143 c,3177.64841,,35.980,,,,43.9140248,26.8723829,22.5243000,8.4710000,7.5180000
HD 181433 b,,,,4962.00,-0.511,1.5000,291.2873731,-66.4677838,26.8762000,9.4200000,8.4000000
HD 181433 b,,,,4918.00,,,291.2873731,-66.4677838,26.8762000,9.4200000,8.4000000
HD 181433 b,,,,4962.00,-0.511,1.5000,291.2873731,-66.4677838,26.8762000,9.4200000,8.4000000
HD 181433 b,,,,4929.63,-0.456,,291.2873731,-66.4677838,26.8762000,9.4200000,8.4000000
HD 181433 c,,,,4929.63,-0.456,,291.2873731,-66.4677838,26.8762000,9.4200000,8.4000000
HD 181433 c,,,,4962.00,-0.511,1.5000,291.2873731,-66.4677838,26.8762000,9.4200000,8.4000000
HD 181433 c,,,,4962.00,-0.511,1.5000,291.2873731,-66.4677838,26.8762000,9.4200000,8.4000000
HD 181433 d,,,,4962.00,-0.511,1.5000,291.2873731,-66.4677838,26.8762000,9.4200000,8.4000000
HD 181433 d,,,,4929.63,-0.456,,291.2873731,-66.4677838,26.8762000,9.4200000,8.4000000
HD 181433 d,,,,4962.00,-0.511,1.5000,291.2873731,-66.4677838,26.8762000,9.4200000,8.4000000
HD 181720 b,,,,5736.00,,,290.7212224,-32.9208401,60.2046000,8.3910000,7.8400000
HD 181720 b,,,,5781.00,0.288,1.5000,290.7212224,-32.9208401,60.2046000,8.3910000,7.8400000
HD 183263 b,,,,5936.00,,,292.1022982,8.3579183,54.1955000,8.4560000,7.8600000
HD 183263 b,,,,,,,292.1022982,8.3579183,54.1955000,8.4560000,7.8600000
HD 183263 b,,,,5867.00,0.250,,292.1022982,8.3579183,54.1955000,8.4560000,7.8600000
HD 183263 b,,,,5867.00,0.250,,292.1022982,8.3579183,54.1955000,8.4560000,7.8600000
HD 183263 b,,,,5867.00,0.250,,292.1022982,8.3579183,54.1955000,8.4560000,7.8600000
HD 183263 b,,,,5875.99,,,292.1022982,8.3579183,54.1955000,8.4560000,7.8600000
HD 183263 b,,,,5948.00,,,292.1022982,8.3579183,54.1955000,8.4560000,7.8600000
HD 183263 c,,,,5867.00,0.250,,292.1022982,8.3579183,54.1955000,8.4560000,7.8600000
HD 183263 c,,,,5867.00,0.250,,292.1022982,8.3579183,54.1955000,8.4560000,7.8600000
HD 183263 c,,,,5875.99,,,292.1022982,8.3579183,54.1955000,8.4560000,7.8600000
HD 183263 c,,,,,,,292.1022982,8.3579183,54.1955000,8.4560000,7.8600000
HD 183263 c,2958.98247,,73.718,,,,292.1022982,8.3579183,54.1955000,8.4560000,7.8600000
HD 183579 b,20.40000,752,89.110,5784.00,-0.034,,293.2866147,-54.5327284,57.2651000,9.3340000,8.6700000
HD 183579 b,,781,,5783.54,,,293.2866147,-54.5327284,57.2651000,9.3340000,8.6700000
HD 183579 b,11.20000,748,89.170,5706.00,,,293.2866147,-54.5327284,57.2651000,9.3340000,8.6700000
HD 183579 b,19.70000,769,89.330,5788.00,0.012,,293.2866147,-54.5327284,57.2651000,9.3340000,8.6700000
HD 184010 b,,,,4971.00,1.117,1.3400,292.8401421,26.6172796,60.7993000,6.8090000,5.8863900
HD 184010 c,,,,4971.00,1.117,1.3400,292.8401421,26.6172796,60.7993000,6.8090000,5.8863900
HD 184010 d,,,,4971.00,1.117,1.3400,292.8401421,26.6172796,60.7993000,6.8090000,5.8863900
HD 18438 b,,,,3860.00,2.968,5.5000,46.5318358,79.4185800,224.1460000,7.1440000,5.5047400
HD 185269 b,,,,5923.00,,,294.2987668,28.4995140,51.9917000,7.2670000,6.6797300
HD 185269 b,,,,6048.00,,,294.2987668,28.4995140,51.9917000,7.2670000,6.6797300
HD 185269 b,,,,5983.00,,5.5000,294.2987668,28.4995140,51.9917000,7.2670000,6.6797300
HD 185269 b,,,,5980.00,,6.1000,294.2987668,28.4995140,51.9917000,7.2670000,6.6797300
HD 185283 b,413.17693,,91.000,,,0.9000,295.3233609,-56.3221096,31.3950000,10.1350000,9.0300000
HD 18599 b,24.10000,,87.600,5145.00,-0.429,4.5000,44.2620144,-56.1918694,38.5653000,9.8720000,8.9900000
HD 18599 b,25.50000,863,87.700,5083.00,,5.2000,44.2620144,-56.1918694,38.5653000,9.8720000,8.9900000
HD 18599 b,,919,,5058.00,,,44.2620144,-56.1918694,38.5653000,9.8720000,8.9900000
HD 187085 b,,,,6075.00,2.130,,297.3915731,-37.7809929,45.8993000,7.6740000,7.2200000
HD 187085 b,,,,6117.00,,,297.3915731,-37.7809929,45.8993000,7.6740000,7.2200000
HD 187123 b,,,,5790.00,0.127,,296.7428786,34.4189900,45.9548000,8.4890000,7.8300000
HD 187123 b,,,,5765.94,,,296.7428786,34.4189900,45.9548000,8.4890000,7.8300000
HD 187123 b,,,,5790.00,0.127,,296.7428786,34.4189900,45.9548000,8.4890000,7.8300000
HD 187123 b,,,,5830.00,0.130,,296.7428786,34.4189900,45.9548000,8.4890000,7.8300000
HD 187123 b,,,,5790.00,0.127,,296.7428786,34.4189900,45.9548000,8.4890000,7.8300000
HD 187123 b,,,,,,,296.7428786,34.4189900,45.9548000,8.4890000,7.8300000
HD 187123 c,,,,5765.94,,,296.7428786,34.4189900,45.9548000,8.4890000,7.8300000
HD 187123 c,,,,,,,296.7428786,34.4189900,45.9548000,8.4890000,7.8300000
HD 187123 c,,,,5790.00,0.127,,296.7428786,34.4189900,45.9548000,8.4890000,7.8300000
HD 187123 c,,,,5790.00,0.127,,296.7428786,34.4189900,45.9548000,8.4890000,7.8300000
HD 18742 b,,,,5048.00,1.143,2.9800,45.0443115,-20.8027024,162.6850000,8.6270000,7.8100000
HD 18742 b,,,,5021.00,,,45.0443115,-20.8027024,162.6850000,8.6270000,7.8100000
HD 18742 b,,,,4940.00,,,45.0443115,-20.8027024,162.6850000,8.6270000,7.8100000
HD 188015 b,,,,5745.00,,,298.0191857,28.0999769,50.6706000,8.9540010,8.2400000
HD 188015 b,,,,5746.00,,,298.0191857,28.0999769,50.6706000,8.9540010,8.2400000
HD 188015 b,,,,5649.50,,,298.0191857,28.0999769,50.6706000,8.9540010,8.2400000
HD 188641 b,9333.03117,,49.245,,,,299.4048303,-37.7448845,64.3399000,7.9060000,7.3400000
HD 189567 b,,,,5726.00,0.324,,301.3959616,-67.3237992,17.9055000,6.7070000,6.0740000
HD 189567 c,,,,5726.00,0.324,,301.3959616,-67.3237992,17.9055000,6.7070000,6.0740000
HD 189733 b,365.49000,,85.300,5050.00,,3.5000,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,349.60000,1200,,,,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,,,85.710,,,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,359.14790,,85.710,5052.00,,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,362.32620,1200,,5023.00,-0.461,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,,1102,,5023.00,,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,363.58200,1201,85.580,5040.00,-0.480,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,365.50450,1191,85.780,5050.00,,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,,,85.780,5023.00,-0.461,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,,,85.508,,,3.1000,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,369.30300,,,4875.00,-0.484,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,,,,5023.00,-0.461,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,,1201,,5023.00,-0.461,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,370.58978,1209,85.690,5050.00,-0.465,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,,,85.710,4875.00,,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,,,,5012.50,,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,,,,5040.00,-0.480,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,,,,,,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,,,85.780,5040.00,-0.480,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,,,,,,,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 189733 b,356.92309,,85.580,5040.00,,3.5000,300.1821223,22.7097759,19.7638000,8.6070000,7.6700000
HD 190007 b,,,,4610.00,-0.680,2.5500,300.6956339,3.3266992,12.7141000,8.5420000,7.4600000
HD 190007 b,,,,4610.00,,2.5500,300.6956339,3.3266992,12.7141000,8.5420000,7.4600000
HD 190228 b,1598.67689,,94.987,,,,300.7537294,28.3065564,62.7146000,8.0950000,7.3000000
HD 190228 b,1938.75328,,48.000,5360.00,,,300.7537294,28.3065564,62.7146000,8.0950000,7.3000000
HD 190360 b,,,,,,,300.9092476,29.8945410,16.0069000,6.4720000,5.7380000
HD 190360 b,,,,5537.68,,,300.9092476,29.8945410,16.0069000,6.4720000,5.7380000
HD 190360 b,,,,5590.00,0.053,1.0000,300.9092476,29.8945410,16.0069000,6.4720000,5.7380000
HD 190360 b,,,,5549.00,0.066,,300.9092476,29.8945410,16.0069000,6.4720000,5.7380000
HD 190360 b,572.09113,150,80.200,,,,300.9092476,29.8945410,16.0069000,6.4720000,5.7380000
HD 190360 b,,,,5551.00,,2.2000,300.9092476,29.8945410,16.0069000,6.4720000,5.7380000
HD 190360 b,,,,5549.00,0.066,,300.9092476,29.8945410,16.0069000,6.4720000,5.7380000
HD 190360 b,,,,5552.00,,,300.9092476,29.8945410,16.0069000,6.4720000,5.7380000
HD 190360 c,,,,5551.00,,2.2000,300.9092476,29.8945410,16.0069000,6.4720000,5.7380000
HD 190360 c,,,,5549.00,0.066,,300.9092476,29.8945410,16.0069000,6.4720000,5.7380000
HD 190360 c,,,,5537.68,,,300.9092476,29.8945410,16.0069000,6.4720000,5.7380000
HD 190360 c,,,,5549.00,0.066,,300.9092476,29.8945410,16.0069000,6.4720000,5.7380000
HD 190647 b,,,,5640.00,,,301.8318167,-35.5395236,54.4738000,8.5390000,7.7800000
HD 190647 b,,,,5628.00,0.297,,301.8318167,-35.5395236,54.4738000,8.5390000,7.7800000
HD 190647 b,,,,5656.00,,,301.8318167,-35.5395236,54.4738000,8.5390000,7.7800000
HD 190984 b,1137.82570,,64.000,5988.00,,,302.8779827,-64.6202728,148.1870000,9.3150000,8.7600000
HD 190984 b,,,,5988.00,0.430,3.4000,302.8779827,-64.6202728,148.1870000,9.3150000,8.7600000
HD 191806 b,,,,6010.00,0.348,3.3000,302.3687580,52.2767265,65.6668000,8.7150000,8.0900000
HD 191806 b,3219.60176,,62.600,6010.00,,,302.3687580,52.2767265,65.6668000,8.7150000,8.0900000
HD 191806 b,2966.61035,,66.519,,,,302.3687580,52.2767265,65.6668000,8.7150000,8.0900000
HD 191939 b,,812,88.180,5427.00,-0.161,0.6000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 b,,,88.180,5427.00,-0.161,0.6000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 b,9.60000,819,,5385.00,-0.178,,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 b,10.40000,893,88.060,5348.00,-0.187,2.0000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 b,10.00000,880,88.100,5348.00,-0.187,2.0000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 b,,767,,5555.70,,,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 c,,552,89.124,5427.00,-0.161,0.6000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 c,,527,,5555.70,,,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 c,6.10000,555,,5385.00,-0.178,,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 c,7.20000,605,89.090,5348.00,-0.187,2.0000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 c,,,89.124,5427.00,-0.161,0.6000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 c,8.00000,600,89.100,5348.00,-0.187,2.0000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 d,,499,89.490,5427.00,-0.161,0.6000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 d,2.20000,503,,5385.00,-0.178,,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 d,,625,,5555.70,,,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 d,2.80000,540,89.490,5348.00,-0.187,2.0000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 d,5.80000,549,89.430,5348.00,-0.187,2.0000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 e,,390,,5348.00,-0.187,2.0000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 e,,,,5385.00,-0.178,,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 e,,397,88.700,5348.00,-0.187,2.0000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 f,,,,5348.00,-0.187,2.0000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 f,,125,,5348.00,-0.187,2.0000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 191939 g,,278,,5348.00,-0.187,2.0000,302.0256247,66.8503014,53.6089000,9.7200000,8.9700000
HD 192263 b,,486,,,,,303.4990864,-0.8657574,19.6359000,8.7250000,7.7900000
HD 192263 b,,,,,,,303.4990864,-0.8657574,19.6359000,8.7250000,7.7900000
HD 192263 b,,,,4998.15,,,303.4990864,-0.8657574,19.6359000,8.7250000,7.7900000
HD 192263 b,,,,4975.00,,2.6300,303.4990864,-0.8657574,19.6359000,8.7250000,7.7900000
HD 192263 b,,,,,,1.8000,303.4990864,-0.8657574,19.6359000,8.7250000,7.7900000
HD 192263 b,,,,4995.00,-0.470,1.9900,303.4990864,-0.8657574,19.6359000,8.7250000,7.7900000
HD 192263 b,,,,4996.00,,1.0000,303.4990864,-0.8657574,19.6359000,8.7250000,7.7900000
HD 192263 b,,,,4976.00,,,303.4990864,-0.8657574,19.6359000,8.7250000,7.7900000
HD 192310 b,,,,5181.11,,,303.8284712,-27.0337556,8.7968700,6.6290000,5.7300000
HD 192310 b,,,,5144.00,0.340,0.5000,303.8284712,-27.0337556,8.7968700,6.6290000,5.7300000
HD 192310 b,,355,90.000,5166.00,-0.415,3.0000,303.8284712,-27.0337556,8.7968700,6.6290000,5.7300000
HD 192310 c,,185,90.000,5166.00,-0.415,3.0000,303.8284712,-27.0337556,8.7968700,6.6290000,5.7300000
HD 192699 b,,,,5220.00,1.009,1.9000,304.0248392,4.5805708,71.8627000,7.3140000,6.4559100
HD 192699 b,,,,5164.00,,,304.0248392,4.5805708,71.8627000,7.3140000,6.4559100
